COD,TIPO_CLIENTE,TIPO_EMPRESTIMO,CD_SEXO,IDADE,QTD_DIVIDAS,TEMP_RECUPERACAO
2568,NOVO,CDC,F,18,0,181
2569,TOMADOR,CDC,M,50,2,
2570,NOVO,CDC,M,77,0,
2571,NOVO,CDC,F,41,0,3
2572,NOVO,PESSOAL,M,28,0,26
2573,NOVO,CDC,M,,9,
2574,INVESTIDOR,RENEGOCIAÇÃO,M,67,0,8
2575,NOVO,CDC,I,,5,
2576,TOMADOR,RENEGOCIAÇÃO,F,24,0,
2577,TOMADOR,CDC,F,41,16,7
2578,NOVO,CDC,,41,16,
2579,INVESTIDOR,CDC,M,48,10,11
2580,NOVO,CDC,F,31,16,16
2581,NOVO,CDC,F,61,7,454
2582,NOVO,CDC,F,33,0,203
2583,TOMADOR,CDC,,32,0,4
2584,TOMADOR,CDC,M,28,8,39
2585,NOVO,PESSOAL,M,27,16,
2586,NOVO,RENEGOCIAÇÃO,F,40,9,
2587,NOVO,RENEGOCIAÇÃO,M,29,16,
2588,NOVO,CDC,,44,8,
2589,NOVO,CDC,F,31,2,66
2590,NOVO,RENEGOCIAÇÃO,F,40,1,3
2591,NOVO,PESSOAL,F,30,16,
2592,NOVO,CDC,F,23,4,
2593,NOVO,CDC,,19,4,22
2594,NOVO,CDC,,23,15,
2595,NOVO,CDC,F,,0,20
2596,NOVO,RENEGOCIAÇÃO,,,6,
2597,NOVO,PESSOAL,F,23,7,
2598,NOVO,RENEGOCIAÇÃO,M,25,16,
2599,NOVO,CDC,M,38,0,3
2600,TOMADOR,CDC,F,43,0,5
2601,INVESTIDOR,CDC,M,31,16,
2602,INVESTIDOR,CDC,M,43,0,34
2603,NOVO,CDC,F,20,8,8
2604,NOVO,CDC,M,53,7,
2605,TOMADOR,PESSOAL,M,45,2,14
2606,NOVO,CDC,M,41,16,
2607,NOVO,PESSOAL,F,33,0,5
2608,NOVO,CDC,,,10,
2609,NOVO,CDC,F,22,0,3
2610,NOVO,CDC,M,25,9,
2611,NOVO,CDC,F,33,5,3
2612,NOVO,PESSOAL,F,38,0,4
2613,INVESTIDOR,RENEGOCIAÇÃO,M,59,2,25
2614,NOVO,CDC,,,0,7
2615,NOVO,RENEGOCIAÇÃO,F,19,0,3
2616,TOMADOR,RENEGOCIAÇÃO,F,26,16,
2617,INVESTIDOR,PESSOAL,M,45,0,32
2618,INVESTIDOR,CDC,M,31,3,
2619,NOVO,CDC,M,50,0,3
2620,INVESTIDOR,CDC,M,,6,6
2621,NOVO,RENEGOCIAÇÃO,M,38,16,
2622,NOVO,RENEGOCIAÇÃO,M,31,0,7
2623,NOVO,RENEGOCIAÇÃO,,36,5,33
2624,NOVO,RENEGOCIAÇÃO,M,,12,8
2625,NOVO,PESSOAL,F,64,0,29
2626,NOVO,CDC,M,44,4,
2627,INVESTIDOR,RENEGOCIAÇÃO,M,40,0,3
2628,NOVO,CDC,M,,1,8
2629,NOVO,CDC,F,71,0,6
2630,NOVO,CDC,F,,14,
2631,NOVO,CDC,F,,16,43
2632,NOVO,PESSOAL,M,19,16,
2633,NOVO,RENEGOCIAÇÃO,F,63,6,18
2634,NOVO,RENEGOCIAÇÃO,F,27,16,
2635,INVESTIDOR,PESSOAL,F,62,0,9
2636,NOVO,CDC,F,,16,
2637,NOVO,CDC,F,25,0,8
2638,NOVO,CDC,F,39,16,15
2639,NOVO,CDC,,,5,
2640,INVESTIDOR,RENEGOCIAÇÃO,M,34,1,9
2641,NOVO,PESSOAL,F,24,16,
2642,NOVO,RENEGOCIAÇÃO,,33,0,10
2643,INVESTIDOR,PESSOAL,,23,0,309
2644,NOVO,PESSOAL,F,32,15,10
2645,TOMADOR,PESSOAL,F,44,0,47
2646,TOMADOR,CDC,M,68,2,
2647,NOVO,CDC,F,39,5,5
2648,NOVO,RENEGOCIAÇÃO,M,52,10,6
2649,NOVO,RENEGOCIAÇÃO,F,31,6,12
2650,NOVO,PESSOAL,M,,3,
2651,INVESTIDOR,CDC,F,26,0,8
2652,NOVO,CDC,F,63,9,
2653,NOVO,CDC,M,38,0,36
2654,NOVO,PESSOAL,F,37,1,177
2655,NOVO,RENEGOCIAÇÃO,M,42,15,
2656,NOVO,CDC,M,59,2,21
2657,INVESTIDOR,CDC,M,53,0,41
2658,NOVO,RENEGOCIAÇÃO,M,41,0,5
2659,NOVO,RENEGOCIAÇÃO,F,57,3,16
2660,NOVO,PESSOAL,M,21,3,7
2661,NOVO,RENEGOCIAÇÃO,F,38,5,
2662,NOVO,CDC,M,60,0,4
2663,INVESTIDOR,CDC,M,47,16,107
2664,TOMADOR,CDC,M,51,8,42
2665,NOVO,CDC,M,30,0,4
2666,NOVO,CDC,F,55,10,
2667,TOMADOR,CDC,M,51,13,
2668,NOVO,CDC,M,63,0,5
2669,NOVO,CDC,,21,0,4
2670,NOVO,CDC,M,50,16,
2671,NOVO,PESSOAL,M,,7,
2672,INVESTIDOR,CDC,M,,16,
2673,NOVO,PESSOAL,F,22,16,
2674,NOVO,PESSOAL,F,58,3,
2675,NOVO,CDC,M,28,4,
2676,NOVO,RENEGOCIAÇÃO,F,39,8,
2677,NOVO,RENEGOCIAÇÃO,M,47,16,
2678,NOVO,CDC,F,,5,
2679,NOVO,PESSOAL,I,,11,
2680,NOVO,CDC,F,47,0,6
2681,INVESTIDOR,RENEGOCIAÇÃO,M,41,4,5
2682,TOMADOR,RENEGOCIAÇÃO,F,54,0,10
2683,NOVO,CDC,,33,0,21
2684,INVESTIDOR,CDC,F,44,16,4
2685,NOVO,CDC,F,32,2,
2686,NOVO,CDC,M,38,0,2
2687,NOVO,CDC,F,36,3,
2688,NOVO,CDC,F,33,16,8
2689,NOVO,CDC,,46,8,16
2690,NOVO,CDC,M,,0,4
2691,NOVO,CDC,F,45,0,37
2692,INVESTIDOR,RENEGOCIAÇÃO,F,31,8,
2693,NOVO,CDC,M,52,3,
2694,NOVO,CDC,M,,14,
2695,INVESTIDOR,PESSOAL,F,36,0,16
2696,NOVO,RENEGOCIAÇÃO,F,43,1,2
2697,NOVO,RENEGOCIAÇÃO,M,47,0,
2698,NOVO,PESSOAL,F,28,0,3
2699,INVESTIDOR,CDC,M,47,0,17
2700,INVESTIDOR,RENEGOCIAÇÃO,M,37,15,41
2701,TOMADOR,PESSOAL,M,40,13,
2702,TOMADOR,CDC,M,41,1,11
2703,NOVO,PESSOAL,F,38,16,
2704,TOMADOR,CDC,,30,0,43
2705,NOVO,PESSOAL,M,52,16,
2706,NOVO,CDC,F,20,5,
2707,NOVO,CDC,F,42,0,38
2708,NOVO,CDC,M,51,16,
2709,NOVO,RENEGOCIAÇÃO,M,46,8,
2710,INVESTIDOR,CDC,F,39,0,15
2711,NOVO,PESSOAL,M,26,16,
2712,TOMADOR,CDC,,33,3,44
2713,INVESTIDOR,CDC,,24,0,9
2714,NOVO,CDC,M,47,0,2
2715,INVESTIDOR,CDC,F,44,0,8
2716,TOMADOR,RENEGOCIAÇÃO,F,,0,
2717,INVESTIDOR,CDC,F,67,0,9
2718,TOMADOR,CDC,M,,1,30
2719,NOVO,CDC,M,31,0,38
2720,NOVO,RENEGOCIAÇÃO,I,34,6,37
2721,INVESTIDOR,CDC,F,55,0,12
2722,NOVO,PESSOAL,F,37,0,53
2723,INVESTIDOR,CDC,F,66,12,
2724,NOVO,CDC,M,33,0,11
2725,NOVO,RENEGOCIAÇÃO,F,29,0,
2726,TOMADOR,RENEGOCIAÇÃO,M,36,5,
2727,INVESTIDOR,CDC,M,27,2,3
2728,INVESTIDOR,CDC,F,40,0,6
2729,NOVO,PESSOAL,M,43,0,9
2730,NOVO,CDC,M,42,7,
2731,NOVO,CDC,F,20,3,3
2732,INVESTIDOR,CDC,M,49,0,9
2733,NOVO,CDC,F,31,0,
2734,INVESTIDOR,RENEGOCIAÇÃO,F,27,0,70
2735,INVESTIDOR,CDC,M,42,0,11
2736,INVESTIDOR,CDC,F,25,16,
2737,NOVO,CDC,F,40,5,
2738,NOVO,RENEGOCIAÇÃO,M,29,0,173
2739,TOMADOR,CDC,M,48,16,
2740,NOVO,PESSOAL,M,54,0,28
2741,NOVO,PESSOAL,F,42,0,9
2742,NOVO,CDC,M,51,14,
2743,NOVO,CDC,M,33,3,
2744,INVESTIDOR,CDC,M,34,0,6
2745,INVESTIDOR,RENEGOCIAÇÃO,F,34,2,18
2746,NOVO,PESSOAL,M,,16,
2747,NOVO,RENEGOCIAÇÃO,M,24,1,
2748,NOVO,PESSOAL,F,40,16,
2749,INVESTIDOR,CDC,M,44,0,10
2750,NOVO,PESSOAL,M,27,1,12
2751,INVESTIDOR,CDC,M,45,6,6
2752,NOVO,CDC,M,30,8,
2753,NOVO,CDC,M,28,3,49
2754,NOVO,CDC,M,47,5,11
2755,TOMADOR,CDC,M,57,0,11
2756,TOMADOR,CDC,F,44,0,4
2757,NOVO,CDC,M,,5,20
2758,NOVO,CDC,M,22,1,12
2759,INVESTIDOR,CDC,F,50,12,4
2760,NOVO,CDC,F,24,3,
2761,TOMADOR,PESSOAL,F,21,1,5
2762,NOVO,RENEGOCIAÇÃO,F,28,16,
2763,NOVO,CDC,I,36,2,202
2764,INVESTIDOR,RENEGOCIAÇÃO,M,26,0,3
2765,TOMADOR,CDC,M,41,0,
2766,TOMADOR,CDC,M,19,5,
2767,TOMADOR,CDC,F,53,16,41
2768,NOVO,CDC,F,71,0,
2769,NOVO,CDC,F,82,2,
2770,NOVO,CDC,M,26,0,7
2771,NOVO,RENEGOCIAÇÃO,M,23,0,28
2772,INVESTIDOR,CDC,,40,0,2
2773,NOVO,RENEGOCIAÇÃO,F,40,0,
2774,NOVO,PESSOAL,F,,15,
2775,NOVO,CDC,M,34,3,38
2776,TOMADOR,CDC,M,30,1,9
2777,NOVO,CDC,F,43,16,31
2778,NOVO,RENEGOCIAÇÃO,F,53,0,23
2779,TOMADOR,RENEGOCIAÇÃO,M,67,0,5
2780,NOVO,CDC,F,32,5,
2781,TOMADOR,RENEGOCIAÇÃO,F,20,13,
2782,TOMADOR,PESSOAL,F,,16,
2783,NOVO,PESSOAL,F,45,0,7
2784,NOVO,CDC,M,29,16,
2785,NOVO,PESSOAL,M,31,0,3
2786,INVESTIDOR,CDC,M,42,2,8
2787,NOVO,CDC,F,,2,
2788,NOVO,CDC,,38,0,444
2789,INVESTIDOR,CDC,M,40,0,302
2790,NOVO,CDC,,,10,
2791,NOVO,PESSOAL,M,,16,15
2792,NOVO,PESSOAL,F,31,2,
2793,INVESTIDOR,RENEGOCIAÇÃO,M,29,3,
2794,TOMADOR,RENEGOCIAÇÃO,,33,0,12
2795,NOVO,CDC,F,48,1,8
2796,NOVO,CDC,F,30,16,
2797,INVESTIDOR,PESSOAL,M,41,0,2
2798,,RENEGOCIAÇÃO,F,28,0,
2799,NOVO,PESSOAL,F,27,4,
2800,NOVO,CDC,M,44,9,18
2801,NOVO,RENEGOCIAÇÃO,,36,16,
2802,NOVO,CDC,M,47,16,26
2803,NOVO,CDC,F,30,3,
2804,NOVO,RENEGOCIAÇÃO,M,18,1,5
2805,INVESTIDOR,CDC,F,77,0,6
2806,NOVO,CDC,M,30,4,
2807,NOVO,CDC,,35,2,14
2808,NOVO,RENEGOCIAÇÃO,,27,8,
2809,TOMADOR,CDC,,37,3,
2810,NOVO,RENEGOCIAÇÃO,M,65,0,18
2811,TOMADOR,PESSOAL,M,26,16,
2812,NOVO,PESSOAL,M,44,0,4
2813,NOVO,CDC,I,37,0,25
2814,NOVO,CDC,F,,15,
2815,INVESTIDOR,CDC,F,26,0,5
2816,NOVO,PESSOAL,M,43,2,
2817,INVESTIDOR,PESSOAL,F,43,0,
2818,NOVO,CDC,M,52,3,18
2819,NOVO,CDC,M,26,4,4
2820,NOVO,CDC,M,60,1,26
2821,NOVO,RENEGOCIAÇÃO,M,43,7,5
2822,NOVO,CDC,M,50,0,5
2823,INVESTIDOR,CDC,M,45,0,8
2824,INVESTIDOR,CDC,F,37,0,7
2825,NOVO,CDC,F,30,10,
2826,NOVO,PESSOAL,F,36,16,
2827,NOVO,CDC,F,56,0,16
2828,INVESTIDOR,CDC,M,32,0,3
2829,INVESTIDOR,CDC,F,54,4,3
2830,NOVO,CDC,M,46,0,
2831,NOVO,CDC,F,59,16,
2832,INVESTIDOR,RENEGOCIAÇÃO,M,50,0,7
2833,NOVO,PESSOAL,M,43,6,10
2834,TOMADOR,CDC,M,61,0,5
2835,NOVO,CDC,F,30,16,
2836,TOMADOR,PESSOAL,F,,16,
2837,TOMADOR,CDC,F,39,2,120
2838,NOVO,PESSOAL,F,53,11,
2839,INVESTIDOR,RENEGOCIAÇÃO,F,63,0,11
2840,NOVO,CDC,F,,0,43
2841,NOVO,CDC,F,43,16,18
2842,NOVO,CDC,M,26,16,
2843,NOVO,RENEGOCIAÇÃO,F,25,16,
2844,NOVO,RENEGOCIAÇÃO,F,26,3,
2845,NOVO,PESSOAL,M,27,6,
2846,INVESTIDOR,RENEGOCIAÇÃO,F,53,0,34
2847,TOMADOR,CDC,F,51,16,24
2848,NOVO,RENEGOCIAÇÃO,M,27,8,
2849,INVESTIDOR,CDC,M,32,2,
2850,NOVO,PESSOAL,M,,3,
2851,NOVO,RENEGOCIAÇÃO,,54,0,10
2852,NOVO,PESSOAL,M,27,3,27
2853,INVESTIDOR,CDC,M,43,0,106
2854,TOMADOR,CDC,,22,0,43
2855,TOMADOR,PESSOAL,F,19,0,48
2856,NOVO,CDC,M,,7,
2857,TOMADOR,RENEGOCIAÇÃO,F,50,11,24
2858,TOMADOR,CDC,M,48,0,6
2859,INVESTIDOR,CDC,,45,0,10
2860,NOVO,PESSOAL,,26,2,
2861,TOMADOR,CDC,M,46,10,
2862,NOVO,RENEGOCIAÇÃO,F,38,0,3
2863,NOVO,PESSOAL,F,36,16,
2864,NOVO,CDC,F,74,9,
2865,NOVO,CDC,F,29,0,11
2866,INVESTIDOR,CDC,M,33,0,8
2867,TOMADOR,CDC,F,44,0,13
2868,NOVO,RENEGOCIAÇÃO,M,45,1,23
2869,NOVO,PESSOAL,M,44,2,2
2870,INVESTIDOR,RENEGOCIAÇÃO,F,38,0,
2871,NOVO,CDC,M,22,0,
2872,NOVO,CDC,I,52,6,14
2873,NOVO,PESSOAL,M,26,0,28
2874,INVESTIDOR,CDC,F,45,8,14
2875,INVESTIDOR,RENEGOCIAÇÃO,F,48,16,
2876,INVESTIDOR,CDC,F,63,0,7
2877,TOMADOR,PESSOAL,F,47,0,8
2878,NOVO,CDC,M,42,0,
2879,NOVO,CDC,M,36,16,
2880,TOMADOR,PESSOAL,M,31,16,
2881,NOVO,PESSOAL,F,,15,
2882,NOVO,CDC,M,51,9,14
2883,NOVO,CDC,M,46,13,
2884,INVESTIDOR,PESSOAL,M,,0,3
2885,NOVO,RENEGOCIAÇÃO,M,45,16,10
2886,TOMADOR,CDC,F,,0,10
2887,NOVO,CDC,M,36,0,3
2888,NOVO,CDC,F,47,0,15
2889,NOVO,PESSOAL,F,52,9,
2890,NOVO,CDC,M,77,0,
2891,NOVO,PESSOAL,F,,16,
2892,INVESTIDOR,CDC,F,60,1,43
2893,INVESTIDOR,RENEGOCIAÇÃO,,35,0,
2894,TOMADOR,RENEGOCIAÇÃO,F,36,0,21
2895,INVESTIDOR,PESSOAL,F,60,16,4
2896,NOVO,CDC,F,38,0,5
2897,NOVO,RENEGOCIAÇÃO,M,,4,
2898,NOVO,PESSOAL,M,26,7,28
2899,TOMADOR,CDC,M,32,0,7
2900,NOVO,RENEGOCIAÇÃO,M,,3,
2901,INVESTIDOR,CDC,M,31,0,15
2902,NOVO,CDC,F,,0,17
2903,INVESTIDOR,RENEGOCIAÇÃO,M,29,0,2
2904,NOVO,CDC,F,29,1,
2905,INVESTIDOR,PESSOAL,M,44,0,9
2906,NOVO,CDC,F,39,4,
2907,TOMADOR,CDC,M,40,16,
2908,NOVO,CDC,M,32,0,3
2909,NOVO,RENEGOCIAÇÃO,M,41,16,
2910,NOVO,RENEGOCIAÇÃO,M,19,0,6
2911,NOVO,PESSOAL,F,41,14,
2912,NOVO,CDC,M,40,16,
2913,NOVO,PESSOAL,M,25,12,
2914,TOMADOR,CDC,M,55,16,16
2915,INVESTIDOR,CDC,F,35,1,
2916,TOMADOR,CDC,F,37,16,29
2917,NOVO,PESSOAL,M,27,2,7
2918,NOVO,CDC,F,39,10,10
2919,TOMADOR,RENEGOCIAÇÃO,M,54,15,
2920,NOVO,RENEGOCIAÇÃO,F,34,16,
2921,NOVO,PESSOAL,F,37,16,
2922,INVESTIDOR,CDC,F,39,0,6
2923,NOVO,CDC,,46,3,20
2924,NOVO,CDC,F,25,3,21
2925,NOVO,PESSOAL,F,29,4,
2926,TOMADOR,CDC,,31,0,5
2927,NOVO,PESSOAL,M,44,14,
2928,NOVO,CDC,M,26,1,9
2929,NOVO,PESSOAL,M,40,8,
2930,INVESTIDOR,RENEGOCIAÇÃO,M,28,0,55
2931,NOVO,RENEGOCIAÇÃO,M,23,14,
2932,NOVO,RENEGOCIAÇÃO,F,23,8,7
2933,NOVO,CDC,M,,5,
2934,NOVO,RENEGOCIAÇÃO,M,34,16,
2935,NOVO,CDC,,,16,
2936,NOVO,CDC,M,62,16,
2937,NOVO,CDC,M,,5,21
2938,NOVO,PESSOAL,M,26,2,
2939,NOVO,PESSOAL,F,32,0,
2940,NOVO,CDC,M,39,1,
2941,NOVO,CDC,M,29,7,
2942,INVESTIDOR,RENEGOCIAÇÃO,,58,0,28
2943,INVESTIDOR,RENEGOCIAÇÃO,F,53,0,33
2944,NOVO,CDC,M,58,10,4
2945,INVESTIDOR,CDC,M,37,0,5
2946,TOMADOR,CDC,F,34,7,
2947,NOVO,PESSOAL,M,30,15,
2948,NOVO,CDC,F,51,0,125
2949,NOVO,CDC,M,41,3,
2950,NOVO,CDC,M,40,16,13
2951,NOVO,PESSOAL,M,34,14,
2952,NOVO,RENEGOCIAÇÃO,F,52,0,6
2953,NOVO,PESSOAL,M,24,16,
2954,TOMADOR,CDC,,47,0,8
2955,TOMADOR,RENEGOCIAÇÃO,F,27,10,23
2956,NOVO,CDC,M,,4,12
2957,TOMADOR,CDC,M,24,0,7
2958,NOVO,RENEGOCIAÇÃO,,27,16,4
2959,NOVO,CDC,F,51,5,
2960,NOVO,PESSOAL,M,,14,
2961,NOVO,CDC,M,29,7,32
2962,INVESTIDOR,RENEGOCIAÇÃO,,35,0,12
2963,NOVO,CDC,F,,1,
2964,NOVO,PESSOAL,M,,16,5
2965,INVESTIDOR,CDC,F,75,16,
2966,NOVO,CDC,M,56,16,
2967,NOVO,PESSOAL,M,46,13,
2968,TOMADOR,PESSOAL,F,55,0,22
2969,INVESTIDOR,CDC,M,54,0,4
2970,INVESTIDOR,RENEGOCIAÇÃO,F,38,0,115
2971,NOVO,CDC,M,31,0,19
2972,NOVO,PESSOAL,M,22,0,3
2973,NOVO,CDC,M,42,0,6
2974,INVESTIDOR,CDC,M,41,0,3
2975,NOVO,CDC,M,42,16,
2976,NOVO,CDC,M,24,16,
2977,NOVO,CDC,F,29,7,
2978,INVESTIDOR,PESSOAL,M,33,1,
2979,NOVO,PESSOAL,F,51,16,
2980,NOVO,RENEGOCIAÇÃO,M,40,16,
2981,INVESTIDOR,CDC,M,46,0,5
2982,NOVO,CDC,F,38,3,
2983,NOVO,CDC,I,46,0,15
2984,NOVO,CDC,M,55,3,14
2985,NOVO,CDC,I,25,0,25
2986,INVESTIDOR,RENEGOCIAÇÃO,F,38,0,21
2987,NOVO,PESSOAL,M,,16,
2988,NOVO,CDC,F,40,5,
2989,NOVO,CDC,F,51,0,7
2990,INVESTIDOR,CDC,F,33,1,8
2991,NOVO,PESSOAL,M,31,2,12
2992,NOVO,CDC,M,50,16,
2993,TOMADOR,RENEGOCIAÇÃO,,32,0,99
2994,NOVO,CDC,M,34,16,
2995,INVESTIDOR,CDC,M,39,5,5
2996,NOVO,CDC,F,41,16,6
2997,TOMADOR,CDC,F,46,0,18
2998,NOVO,PESSOAL,M,84,11,
2999,NOVO,PESSOAL,F,42,6,
3000,NOVO,PESSOAL,F,31,4,271
3001,NOVO,CDC,M,26,8,8
3002,INVESTIDOR,CDC,F,36,1,16
3003,NOVO,PESSOAL,F,,16,
3004,NOVO,RENEGOCIAÇÃO,F,28,2,21
3005,INVESTIDOR,CDC,M,33,16,153
3006,,RENEGOCIAÇÃO,M,47,0,14
3007,NOVO,PESSOAL,M,32,16,
3008,NOVO,RENEGOCIAÇÃO,M,47,0,41
3009,INVESTIDOR,CDC,M,41,0,32
3010,INVESTIDOR,CDC,F,25,0,4
3011,NOVO,CDC,M,66,2,5
3012,INVESTIDOR,PESSOAL,F,51,0,24
3013,NOVO,RENEGOCIAÇÃO,,46,1,12
3014,TOMADOR,CDC,F,50,4,13
3015,NOVO,CDC,F,47,7,
3016,NOVO,RENEGOCIAÇÃO,M,,6,
3017,NOVO,CDC,F,35,16,
3018,NOVO,RENEGOCIAÇÃO,F,34,4,
3019,INVESTIDOR,CDC,M,58,0,97
3020,NOVO,PESSOAL,M,52,0,
3021,NOVO,RENEGOCIAÇÃO,F,27,1,234
3022,NOVO,PESSOAL,M,38,14,
3023,NOVO,RENEGOCIAÇÃO,M,,0,10
3024,NOVO,PESSOAL,F,22,0,8
3025,NOVO,CDC,F,35,0,28
3026,NOVO,CDC,M,,4,
3027,INVESTIDOR,CDC,F,,1,
3028,NOVO,PESSOAL,M,,7,
3029,TOMADOR,CDC,,32,13,
3030,NOVO,PESSOAL,M,,0,8
3031,NOVO,PESSOAL,F,32,15,178
3032,NOVO,PESSOAL,F,34,9,
3033,NOVO,RENEGOCIAÇÃO,F,32,0,14
3034,INVESTIDOR,PESSOAL,F,56,0,
3035,NOVO,RENEGOCIAÇÃO,M,28,9,3
3036,NOVO,CDC,F,,14,12
3037,TOMADOR,PESSOAL,F,31,0,5
3038,NOVO,CDC,M,61,0,32
3039,NOVO,CDC,M,41,7,
3040,INVESTIDOR,RENEGOCIAÇÃO,F,34,1,29
3041,INVESTIDOR,CDC,F,64,2,12
3042,NOVO,CDC,F,24,0,3
3043,NOVO,CDC,F,25,0,64
3044,TOMADOR,CDC,M,49,11,
3045,INVESTIDOR,CDC,F,32,0,4
3046,NOVO,RENEGOCIAÇÃO,F,51,0,16
3047,NOVO,CDC,M,37,0,10
3048,NOVO,RENEGOCIAÇÃO,F,,5,
3049,NOVO,CDC,M,66,3,24
3050,NOVO,CDC,M,34,8,14
3051,NOVO,CDC,F,,6,
3052,NOVO,CDC,M,36,12,2
3053,NOVO,CDC,F,39,10,103
3054,TOMADOR,CDC,M,24,1,
3055,INVESTIDOR,CDC,F,69,3,
3056,INVESTIDOR,RENEGOCIAÇÃO,F,33,16,46
3057,NOVO,CDC,M,35,2,
3058,NOVO,CDC,,26,16,
3059,INVESTIDOR,RENEGOCIAÇÃO,M,36,0,5
3060,INVESTIDOR,CDC,F,43,2,8
3061,TOMADOR,CDC,M,54,6,
3062,NOVO,CDC,F,24,0,2
3063,NOVO,PESSOAL,,32,0,2
3064,INVESTIDOR,CDC,M,67,0,7
3065,NOVO,CDC,M,37,16,
3066,NOVO,CDC,M,33,9,
3067,NOVO,PESSOAL,M,25,4,829
3068,NOVO,CDC,F,30,0,7
3069,INVESTIDOR,CDC,M,29,0,7
3070,NOVO,CDC,M,22,0,92
3071,NOVO,CDC,F,42,0,8
3072,NOVO,CDC,F,35,4,25
3073,TOMADOR,CDC,M,51,16,
3074,NOVO,PESSOAL,M,33,16,
3075,INVESTIDOR,CDC,F,,5,9
3076,NOVO,CDC,M,43,0,17
3077,TOMADOR,CDC,M,45,0,8
3078,NOVO,CDC,M,48,16,
3079,NOVO,CDC,M,24,0,9
3080,NOVO,CDC,F,25,0,5
3081,INVESTIDOR,CDC,F,44,16,
3082,NOVO,PESSOAL,M,31,2,
3083,INVESTIDOR,CDC,F,39,16,3
3084,NOVO,PESSOAL,M,25,1,
3085,INVESTIDOR,RENEGOCIAÇÃO,M,36,0,2
3086,NOVO,RENEGOCIAÇÃO,M,27,0,
3087,NOVO,CDC,M,33,10,
3088,TOMADOR,CDC,F,39,0,4
3089,NOVO,RENEGOCIAÇÃO,F,21,0,4
3090,NOVO,CDC,M,32,1,15
3091,NOVO,CDC,M,21,5,142
3092,NOVO,RENEGOCIAÇÃO,F,31,0,
3093,INVESTIDOR,RENEGOCIAÇÃO,M,56,16,8
3094,NOVO,RENEGOCIAÇÃO,F,32,5,36
3095,NOVO,PESSOAL,M,30,7,
3096,NOVO,PESSOAL,M,28,2,
3097,NOVO,PESSOAL,M,26,16,
3098,NOVO,PESSOAL,F,25,0,20
3099,TOMADOR,CDC,M,,0,9
3100,NOVO,CDC,,28,16,
3101,NOVO,PESSOAL,M,,16,13
3102,NOVO,PESSOAL,F,29,0,24
3103,NOVO,CDC,F,22,16,8
3104,NOVO,CDC,F,43,9,
3105,NOVO,PESSOAL,M,33,0,6
3106,INVESTIDOR,CDC,F,43,0,
3107,INVESTIDOR,CDC,M,52,10,9
3108,NOVO,PESSOAL,M,35,16,
3109,NOVO,PESSOAL,M,36,1,23
3110,NOVO,CDC,F,53,0,
3111,NOVO,CDC,,42,6,
3112,TOMADOR,RENEGOCIAÇÃO,M,28,4,
3113,NOVO,CDC,M,47,16,7
3114,NOVO,CDC,F,33,3,
3115,TOMADOR,CDC,M,35,8,3
3116,NOVO,CDC,,30,0,16
3117,INVESTIDOR,CDC,,32,1,8
3118,NOVO,CDC,M,27,0,12
3119,NOVO,CDC,M,,16,
3120,NOVO,PESSOAL,M,23,16,23
3121,NOVO,RENEGOCIAÇÃO,M,27,0,
3122,NOVO,PESSOAL,,56,12,
3123,NOVO,PESSOAL,M,25,4,
3124,TOMADOR,CDC,F,,16,
3125,NOVO,CDC,,27,0,8
3126,NOVO,PESSOAL,F,92,10,
3127,NOVO,PESSOAL,M,30,1,15
3128,NOVO,PESSOAL,M,24,16,
3129,NOVO,RENEGOCIAÇÃO,M,,16,
3130,NOVO,PESSOAL,M,27,0,146
3131,NOVO,CDC,M,48,16,
3132,NOVO,PESSOAL,F,38,16,
3133,NOVO,CDC,F,66,16,33
3134,NOVO,CDC,F,33,2,
3135,TOMADOR,CDC,M,36,2,3
3136,NOVO,CDC,M,44,16,
3137,TOMADOR,PESSOAL,M,31,0,5
3138,NOVO,PESSOAL,F,41,7,20
3139,INVESTIDOR,CDC,M,63,0,5
3140,NOVO,RENEGOCIAÇÃO,F,40,12,
3141,NOVO,CDC,,41,5,
3142,TOMADOR,RENEGOCIAÇÃO,M,35,0,8
3143,NOVO,CDC,F,34,0,
3144,NOVO,CDC,F,37,0,9
3145,NOVO,PESSOAL,M,33,7,
3146,INVESTIDOR,RENEGOCIAÇÃO,F,34,0,2
3147,NOVO,PESSOAL,F,27,16,
3148,NOVO,CDC,M,33,4,
3149,TOMADOR,PESSOAL,F,31,8,
3150,NOVO,CDC,M,22,6,163
3151,INVESTIDOR,CDC,F,82,0,14
3152,NOVO,CDC,M,62,16,
3153,NOVO,RENEGOCIAÇÃO,M,30,3,
3154,INVESTIDOR,CDC,F,31,5,
3155,NOVO,RENEGOCIAÇÃO,M,43,16,
3156,NOVO,CDC,M,44,7,
3157,INVESTIDOR,PESSOAL,F,30,0,77
3158,NOVO,PESSOAL,M,32,0,22
3159,INVESTIDOR,CDC,M,30,1,11
3160,TOMADOR,PESSOAL,M,34,0,9
3161,INVESTIDOR,RENEGOCIAÇÃO,,43,0,6
3162,INVESTIDOR,PESSOAL,F,29,16,
3163,TOMADOR,CDC,F,,16,
3164,NOVO,PESSOAL,F,72,16,
3165,NOVO,CDC,F,28,7,
3166,NOVO,CDC,M,31,7,5
3167,NOVO,RENEGOCIAÇÃO,F,77,0,12
3168,NOVO,CDC,M,79,2,
